Time,Raw_AccX,Denoised_AccX,Raw_AccY,Denoised_AccY,Raw_AccZ,Denoised_AccZ
0.0,0.148491027,-0.0009417155888736152,0.076640625,0.0002744544028514969,9.599239017,-0.042182080809245036
0.104,0.1916010719999999,0.001659120701834371,0.021555513,-0.0023942242237826998,9.635164218,-0.04293147069675508
0.208,0.2466871649999999,0.003727275812324704,0.057480714,-0.004086443421140432,9.65671875,-0.04174292875249991
0.312,0.205971741,0.005262749742597383,-0.052690491,-0.004802203189221699,9.762099732,-0.03861645497647954
0.416,0.232316496,0.006265542492652407,0.079035246,-0.004541503528026503,9.771680178,-0.03355204936869396
0.52,0.213156585,0.006735654062489799,0.007184844,-0.003304344437554854,9.620793549,-0.02654971192914322
0.624,0.179626005,0.006588123493130998,0.03353058,-0.0006354433919219581,9.730964754,-0.01660058914849068
0.728,0.217946808,0.005606924916640778,0.059875335,0.0029162042866690665,9.637558839,-0.0034320231364780244
0.832,0.193996674,0.004912959669110631,0.071850402,0.007980398219242762,9.778865022,0.009913166684602725
0.935,0.201181518,0.003967649459058488,0.0479002679999999,0.012769674657130177,9.742939821,0.02129184940799985
1.04,0.196391295,0.0025639839571085983,0.071850402,0.015895193337347093,9.786049866,0.031005491145618184
1.143,0.222737031,0.0008284008078254751,0.071850402,0.016481576103162913,9.786049866,0.03686865100665854
1.248,0.20357712,-0.0017226038209798393,0.079035246,0.014305944108418506,9.72377991,0.03839278139902823
1.352,0.18681183,-0.004810295814528439,0.026344755,0.010756941661128522,9.685459107000002,0.03602371895171255
1.456,0.162861696,-0.007914201611048765,0.0,0.006937529559691371,9.714199464,0.03309369692395949
1.56,0.165256317,-0.010076310616680306,0.028740357,0.003786785664547453,9.730964754,0.03137871743678251
1.663,0.1916010719999999,-0.011601089155090973,0.064665558,0.0019488674914938903,9.829159911,0.03184379003730398
1.768,0.20357712,-0.012478744995235623,0.064665558,0.001959317499909242,9.601633638,0.03543032761449301
1.871,0.17004654,-0.012742892918442248,0.0239501339999999,0.004183487203329381,9.788445468,0.04083298350223059
1.976,0.213156585,-0.01338162370511265,0.086221071,0.006483020032660479,9.70701462,0.04551059635995464
2.079,0.196391295,-0.014634293009454832,0.0479002679999999,0.009293137295549543,9.793235691,0.046928778211888955
2.184,0.184416228,-0.016892534859664445,0.045505647,0.01201516104622389,9.716595066,0.044638657068898815
2.287,0.165256317,-0.020134223033333603,0.098196138,0.014226333373400757,9.704619999,0.040249913192248674
2.392,0.17004654,-0.023339585665886908,0.002394621,0.016711237122710613,9.72377991,0.03546398166048047
2.495,0.162861696,-0.02534829124358,0.076640625,0.020052790642766362,9.704619999,0.03123591364676652
2.599,0.193996674,-0.02526656182623391,0.067060179,0.022898451677440188,9.654324129,0.02821044342029558
2.703,0.160466094,-0.0236310674994884,0.093405915,0.023682497095355144,9.762099732,0.026399072620204952
2.807,0.210761964,-0.02059236726464397,0.067060179,0.02328032322979235,9.711804843,0.026031649197259178
2.912,0.210761964,-0.016560680158128033,0.01676529,0.02126345380017492,9.750124665,0.02725861003104897
3.015,0.193996674,-0.011974349849752767,0.069455781,0.018570276417467384,9.711804843,0.027515819516364642
3.12,0.198786897,-0.007439090926977315,0.03353058,0.016920053193510705,9.697434174,0.0259756574210325
3.223,0.215552187,-0.004438437720385595,0.01676529,0.01641378478297386,9.762099732,0.023742625324887086
3.327,0.201181518,-0.003754978923396415,0.112565826,0.01727597654187263,9.663904575,0.021494476892700842
3.431,0.217946808,-0.0051119971461072704,0.0958005359999999,0.01968118128503142,9.72377991,0.02014582225056854
3.535,0.13651596,-0.007435610884285473,0.05029587,0.02371428840688497,9.685459107000002,0.01949972334985461
3.639,0.210761964,-0.009919139208269732,0.086221071,0.027586795809338257,9.718989687,0.019546976135487733
3.743,0.155675871,-0.011905018989827192,0.062270937,0.029609265843063906,9.745334442,0.019496531203917804
3.847,0.148491027,-0.013050192325850862,0.088615692,0.030334776081955797,9.627979374,0.019323550675891886
3.951,0.184416228,-0.012821748531820526,0.055085112,0.02777559153479687,9.728570133,0.01850149419849166
4.055,0.244291563,-0.011550737880051582,0.081430848,0.024627730217893568,9.709409241,0.017167116740666517
4.159,0.17004654,-0.009804657146670672,0.026344755,0.02226782952004215,9.632768616,0.015440192805916807
4.263,0.227527254,-0.0090709110365594,0.040715424,0.021961229771315007,9.738149598,0.014093788216947414
4.367,0.167650938,-0.00949345479768516,0.0119750669999999,0.02435111457302324,9.671089419,0.013020323239060709
4.471,0.198786897,-0.010275026570138797,0.117356049,0.027736350878173072,9.730964754,0.011909424878762169
4.575,0.122146272,-0.010859888636323416,0.114961428,0.0309294390107342,9.659114352,0.00984904004609528
4.679,0.201181518,-0.011041114386461635,0.134121339,0.032843899800372445,9.714199464,0.006651108158352603
4.783,0.1916010719999999,-0.010994113281750272,0.055085112,0.03154749364460307,9.70701462,0.002444348200358899
4.887,0.215552187,-0.010937954945364132,0.055085112,0.027328614443860047,9.594448794,-0.0020334238498848248
4.99,0.227527254,-0.010881241769456776,0.004790223,0.02053400413843981,9.642349062,-0.006525156041321015
5.095,0.155675871,-0.011325785100912224,0.038320803,0.014319407822454142,9.675879642,-0.00991236264258999
5.198,0.213156585,-0.012387069142457257,-0.0119750669999999,0.010016627683588273,9.666299196,-0.011947014599635802
