
Time,AccX,AccY,AccZ
0.0,0.148491027,0.076640625,9.599239017
0.104,0.19160107199999998,0.021555513000000002,9.635164218
0.208,0.24668716499999999,0.057480714,9.656718750000001
0.312,0.205971741,-0.052690491000000006,9.762099732000001
0.416,0.232316496,0.079035246,9.771680178
0.52,0.21315658500000004,0.007184844000000001,9.620793549
0.624,0.179626005,0.033530580000000004,9.730964754
0.728,0.217946808,0.05987533500000001,9.637558839
0.832,0.193996674,0.07185040200000001,9.778865022
0.935,0.201181518,0.047900267999999996,9.742939821
1.04,0.196391295,0.07185040200000001,9.786049866
1.143,0.222737031,0.07185040200000001,9.786049866
1.248,0.20357712,0.079035246,9.72377991
1.352,0.18681183,0.026344755,9.685459107000002
1.456,0.16286169600000003,0.0,9.714199464
1.56,0.165256317,0.028740357,9.730964754
1.663,0.19160107199999998,0.064665558,9.829159911
1.768,0.20357712,0.064665558,9.601633638000001
1.871,0.17004654,0.023950133999999998,9.788445468
1.976,0.21315658500000004,0.086221071,9.70701462
2.079,0.196391295,0.047900267999999996,9.793235691
2.184,0.18441622800000002,0.045505647,9.716595066
2.287,0.165256317,0.098196138,9.704619999
2.392,0.17004654,0.002394621,9.72377991
2.495,0.16286169600000003,0.076640625,9.704619999
2.599,0.193996674,0.067060179,9.654324129
2.703,0.16046609400000003,0.093405915,9.762099732000001
2.807,0.21076196400000002,0.067060179,9.711804843000001
2.912,0.21076196400000002,0.016765290000000002,9.750124665
3.015,0.193996674,0.06945578100000001,9.711804843000001
3.12,0.198786897,0.033530580000000004,9.697434174
3.223,0.21555218700000003,0.016765290000000002,9.762099732000001
3.327,0.201181518,0.11256582600000001,9.663904575
3.431,0.217946808,0.09580053599999999,9.72377991
3.535,0.13651596,0.05029587,9.685459107000002
3.639,0.21076196400000002,0.086221071,9.718989687
3.743,0.15567587100000002,0.062270937000000005,9.745334442
3.847,0.148491027,0.08861569200000001,9.627979374
3.951,0.18441622800000002,0.055085112,9.728570133
4.055,0.244291563,0.08143084800000001,9.709409241
4.159,0.17004654,0.026344755,9.632768616
4.263,0.227527254,0.04071542400000001,9.738149598
4.367,0.167650938,0.011975066999999999,9.671089419000001
4.471,0.198786897,0.117356049,9.730964754
4.575,0.12214627200000001,0.114961428,9.659114352000001
4.679,0.201181518,0.134121339,9.714199464
4.783,0.19160107199999998,0.055085112,9.70701462
4.887,0.21555218700000003,0.055085112,9.594448794
4.99,0.227527254,0.004790223000000001,9.642349062
5.095,0.15567587100000002,0.038320803,9.675879642
5.198,0.21315658500000004,-0.011975066999999999,9.666299196
5.303,0.117356049,0.124540893,9.762099732000001
5.407,0.198786897,0.026344755,9.699829776000001
5.511,0.182021607,0.110171205,9.709409241
5.615,0.148491027,0.047900267999999996,9.647139285
5.719,0.205971741,0.038320803,9.651929508
5.823,0.179626005,0.08143084800000001,9.635164218
5.926,0.182021607,0.043110045,9.781260624000002
6.031,0.193996674,0.083825469,9.644743683000002
6.134,0.167650938,0.09580053599999999,9.740545200000001
6.239,0.21076196400000002,-0.009580446000000001,9.625583772
6.342,0.179626005,0.026344755,9.752520267
6.447,0.150886629,0.067060179,9.692644932
6.55,0.193996674,0.07185040200000001,9.680669865
6.654,0.165256317,0.074246004,9.716595066
6.759,0.165256317,0.09580053599999999,9.711804843000001
6.862,0.23950232100000002,0.064665558,9.608818482
6.967,0.179626005,0.086221071,9.656718750000001
7.07,0.182021607,0.035925201000000004,9.647139285
7.175,0.174836763,0.093405915,9.692644932
7.278,0.222737031,0.035925201000000004,9.747730044
7.383,0.20836636200000003,0.052690491000000006,9.774074799000001
7.486,0.217946808,0.021555513000000002,9.647139285
7.59,0.21315658500000004,0.09580053599999999,9.766889955000002
7.694,0.174836763,-0.007184844000000001,9.726174531000002
7.798,0.15567587100000002,0.05029587,9.711804843000001
7.903,0.18681183,-0.023950133999999998,9.599239017
8.006,0.150886629,0.014369688000000002,9.726174531000002
8.111,0.23710671900000002,0.026344755,9.692644932
8.214,0.21315658500000004,0.08143084800000001,9.714199464
8.318,0.20836636200000003,0.035925201000000004,9.778865022
8.422,0.234712098,0.023950133999999998,9.714199464
8.526,0.198786897,-0.016765290000000002,9.568103058
8.63,0.182021607,0.014369688000000002,9.683064486
8.734,0.172441161,0.028740357,9.692644932
8.838,0.20836636200000003,0.141306183,9.714199464
8.942,0.20836636200000003,-0.016765290000000002,9.745334442
9.045,0.167650938,0.05987533500000001,9.625583772
9.15,0.232316496,0.093405915,9.642349062
9.254,0.100590759,0.045505647,9.704619999
9.358,0.17004654,0.045505647,9.685459107000002
9.462,0.14370080400000002,0.093405915,9.735754977000001
9.566,0.196391295,0.023950133999999998,9.675879642
9.67,0.21076196400000002,0.062270937000000005,9.795630312
9.774,0.227527254,0.045505647,9.678274263
9.878,0.150886629,0.126936495,9.695039553
9.981,0.258662232,0.038320803,9.747730044
10.086,0.167650938,0.05029587,9.668693817
