Time,AccX,AccY,AccZ
0.0,0.05231819698666382,-0.050179065762192165,0.8480502958296412
0.1,-0.03369737076159701,0.8454923742973139,1.0582122875642572
0.2,0.30793957665010535,1.5688881101179943,1.1724794034318815
0.30000000000000004,0.4380156592571448,2.3937875956898567,1.0053522241139108
0.4,0.4220195281941185,3.0826658321552447,1.014649262483958
0.5,0.5750570932780585,4.192517419379387,1.1205587054329655
0.6000000000000001,0.574704680962361,4.722332585534718,1.0431082255213537
0.7000000000000001,0.8136211330903771,5.614752106421342,1.1250381253843686
0.8,1.1238108566913492,6.519811222789181,1.2654206083709263
0.9,1.1662750799347854,7.3313247580436975,1.1359819049335633
1.0,1.1324040469296062,8.087515227888357,1.0791586253972223
1.1,1.3666469191989166,8.754492747644877,1.1955586870692696
1.2000000000000002,1.3639104021466173,9.655566311989443,1.0366068772678667
1.3,1.4580980501370722,10.403018575078598,0.9706777372262078
1.4000000000000001,1.6499845761707315,11.22156825316906,1.4470885996899683
1.5,1.7525811256466766,11.99652323040456,1.2796861116381404
1.6,2.174965195536167,12.774523191864192,1.1601862045555198
1.7000000000000002,1.9928614236686821,13.46576364894776,1.2796455256234103
1.8,2.075121040952192,14.428110510910374,1.4518546654915925
1.9000000000000001,2.0534027782380564,15.172141200393888,1.1401623946399384
2.0,2.5113127129951125,15.885477224700788,1.1443299464505765
2.1,2.3895239980683147,16.725038638396768,1.1771026461906604
2.2,2.6580231833605428,17.65273989195359,1.3482055348644821
2.3000000000000003,2.7203036150923054,18.291673597067224,1.4584816869105526
2.4000000000000004,2.87070007050436,19.252542417753865,1.4486386551751758
2.5,2.9181095531992076,20.10772009051682,1.341499057765976
2.6,3.13071115983674,20.74012844778836,1.3795628420056987
2.7,3.274688746107043,21.7402639533311,1.2597916574494454
2.8000000000000003,3.3226335252920522,22.382420708819506,1.5006512639639595
2.9000000000000004,3.5828511702425274,23.143357398520624,1.593946152825588
3.0,3.474862697785873,24.088895324737738,1.4344023449188446
3.1,3.746514149428623,24.677168600297797,1.3102051154241392
3.2,3.928920549828396,25.61001198655168,1.4269868908665846
3.3000000000000003,3.917263661652599,26.48786696368187,1.2928858516505723
3.4000000000000004,4.1309898444882815,27.182630295455386,1.4546539279141228
3.5,4.278041295328401,27.92554049978003,1.4066056216479648
3.6,4.249446394622452,28.724264285673577,1.4240264444910857
3.7,4.334030316613482,29.728595889807664,1.3754941909951393
3.8000000000000003,4.582970005268382,30.312525637802164,1.5438969009803056
3.9000000000000004,4.662102633606447,31.332159271830346,1.3204264799038565
4.0,4.7589591436166705,31.974383297086426,1.4822327338505
4.1000000000000005,4.961007751294243,32.77685619070517,1.3157951641535413
4.2,5.166349797560944,33.673971226910936,1.5630507555251616
4.3,5.241934100039109,34.38684685597936,1.6143526760865066
4.4,5.283934010761901,35.15595914966395,1.641452544300931
4.5,5.450339131717511,36.041237467179016,1.4588514913692492
4.6000000000000005,5.487913432720032,36.94409374990486,1.5576723687914624
4.7,5.76535148521834,37.45165795963877,1.5830465974781425
4.800000000000001,5.831151257599312,38.29650795468172,1.547952065518801
4.9,5.858139781875771,39.02966535811278,1.5840736532623307
5.0,5.857306951378343,39.89162609228675,1.6696429025136004
5.1000000000000005,0.08285167659183018,-0.10959777170173675,0.9118594147040706
5.2,0.06440580039023017,-0.11698007732895442,1.0543676762432121
5.300000000000001,-0.05830360277908461,0.03080336942347324,1.0914856881197554
5.4,-0.029081414469855404,0.03399366018797572,0.911870567236181
5.5,0.006006051091154124,-0.010093150440576815,0.9446267452441641
5.6000000000000005,-0.07643048004842783,-0.13387080301566684,0.8792752548577444
5.7,0.022868749297356813,0.21820032725469504,0.9067518410879736
5.800000000000001,0.08968166190925955,0.14176685499319475,1.0358254620041074
5.9,-0.06928251266231762,-0.10352613164141902,0.9304204778667545
6.0,-0.08503710554325897,0.012967271070982079,1.0303422820973314
6.1000000000000005,-0.02483200623688514,-0.07560846632587229,1.0007149722482516
6.2,0.05451842643014541,-0.08224119090199423,1.1215011289078411
6.300000000000001,-0.13001179387986428,-0.22489763704310436,1.0733452630058564
6.4,-0.11736335765705103,-0.17438825064053026,0.9298606548216545
6.5,-0.016213278804211403,-0.11533139189432462,1.1132242938395638
6.6000000000000005,0.0674060829787365,0.1214652045970504,0.9668825305649807
6.7,0.016558223830142573,0.2080924479488175,0.9770412632070253
6.800000000000001,-0.02555739847874979,0.02120021712888112,0.9675940670568338
6.9,0.06160932965431664,-0.15787085833170242,1.0550451570509007
7.0,-0.03807010115204166,-0.051695849010115195,1.0891248925580308
7.1000000000000005,0.006058276464362952,-0.06326906017600235,0.9080574637184452
7.2,-0.01241462053055176,0.04747681984923508,0.906295211996152
7.300000000000001,-0.008541540082953184,0.06272624695099083,1.1441678174058167
7.4,0.13861247009891844,0.028601840324896356,1.0509792806550864
7.5,0.14762929121104737,0.1335563112719805,1.1098592013459254
7.6000000000000005,-0.1014400991775255,-0.2317577247435664,1.010733327559964
7.7,-0.02969081201443425,0.03708418062683343,1.027475419492116
7.800000000000001,0.06203833503040778,-0.07618492844107558,1.1589844516606878
7.9,0.18419778257250177,0.031051426474799804,0.8362287079732852
8.0,-0.01729086015460029,0.04305100751630806,0.8620961181030005
8.1,-0.03852889958312202,-0.052603375779570305,1.1717634643294756
8.200000000000001,-0.1636328262009192,-0.01813880576899816,0.9372465741012781
8.3,-0.23424382877070588,-0.10914148790890826,0.8906796601045794
